"","date","description","gender","race","ethnicity","age","department","year","month","race_ethnicity"
"6216",2013-12-08,"Marijuana","M","W","H",18,"Norwalk Police Department",2013,12,"Hispanic"
"6217",2013-12-09,"Marijuana","M","B","N",27,"Norwalk Police Department",2013,12,"Black"
"6218",2013-12-11,"Marijuana","M","B","N",48,"Norwalk Police Department",2013,12,"Black"
"6219",2013-12-11,"Marijuana","M","W","N",19,"Norwalk Police Department",2013,12,"White"
"6220",2013-12-13,"Marijuana","M","B","N",21,"Norwalk Police Department",2013,12,"Black"
"6221",2013-12-15,"Marijuana","M","B","N",19,"Norwalk Police Department",2013,12,"Black"
"6222",2013-12-16,"Marijuana","M","B","N",19,"Norwalk Police Department",2013,12,"Black"
"6223",2013-12-16,"Marijuana","M","W","N",24,"Norwalk Police Department",2013,12,"White"
"6224",2013-12-18,"Marijuana","M","W","N",20,"Norwalk Police Department",2013,12,"White"
"6225",2013-12-20,"Marijuana","M","W","H",24,"Norwalk Police Department",2013,12,"Hispanic"
"6226",2013-12-28,"Marijuana","M","W","N",29,"Norwalk Police Department",2013,12,"White"
"6227",2013-12-29,"Marijuana","M","B","",21,"Norwalk Police Department",2013,12,"Black"
"6228",2013-12-29,"Marijuana","M","W","N",19,"Norwalk Police Department",2013,12,"White"
"6229",2013-12-29,"Marijuana","M","B","H",24,"Norwalk Police Department",2013,12,"Hispanic"
"6230",2011-01-16,"Marijuana","M","W","N",23,"Old Saybrook Police Department",2011,1,"White"
"6231",2011-02-06,"Marijuana","M","W","N",15,"Old Saybrook Police Department",2011,2,"White"
"6232",2011-02-06,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2011,2,"White"
"6233",2011-02-14,"Marijuana","F","W","N",18,"Old Saybrook Police Department",2011,2,"White"
"6234",2011-02-22,"Marijuana","M","W","N",15,"Old Saybrook Police Department",2011,2,"White"
"6235",2011-02-22,"Marijuana","M","W","N",24,"Old Saybrook Police Department",2011,2,"White"
"6236",2011-02-26,"Marijuana","F","W","N",25,"Old Saybrook Police Department",2011,2,"White"
"6237",2011-02-26,"Marijuana","M","W","N",26,"Old Saybrook Police Department",2011,2,"White"
"6238",2011-03-08,"Marijuana","M","B","N",22,"Old Saybrook Police Department",2011,3,"Black"
"6239",2011-03-10,"Marijuana","M","W","N",53,"Old Saybrook Police Department",2011,3,"White"
"6240",2011-03-18,"Marijuana","M","W","N",25,"Old Saybrook Police Department",2011,3,"White"
"6241",2011-03-18,"Marijuana","M","W","N",23,"Old Saybrook Police Department",2011,3,"White"
"6242",2011-03-25,"Marijuana","M","W","N",30,"Old Saybrook Police Department",2011,3,"White"
"6243",2011-04-02,"Marijuana","M","W","N",47,"Old Saybrook Police Department",2011,4,"White"
"6244",2011-04-05,"Marijuana","M","W","N",24,"Old Saybrook Police Department",2011,4,"White"
"6245",2011-04-05,"Marijuana","M","B","N",27,"Old Saybrook Police Department",2011,4,"Black"
"6246",2011-04-05,"Marijuana","M","W","N",25,"Old Saybrook Police Department",2011,4,"White"
"6247",2011-04-12,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2011,4,"White"
"6248",2011-04-12,"Marijuana","M","W","N",16,"Old Saybrook Police Department",2011,4,"White"
"6249",2011-04-18,"Marijuana","F","W","N",19,"Old Saybrook Police Department",2011,4,"White"
"6250",2011-04-22,"Marijuana","M","W","N",21,"Old Saybrook Police Department",2011,4,"White"
"6251",2011-04-27,"Marijuana","M","W","N",16,"Old Saybrook Police Department",2011,4,"White"
"6252",2011-04-27,"Marijuana","M","W","N",19,"Old Saybrook Police Department",2011,4,"White"
"6253",2011-05-19,"Marijuana","M","W","N",30,"Old Saybrook Police Department",2011,5,"White"
"6254",2011-05-23,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2011,5,"White"
"6255",2011-05-25,"Marijuana","F","W","N",15,"Old Saybrook Police Department",2011,5,"White"
"6256",2011-05-25,"Marijuana","F","W","N",15,"Old Saybrook Police Department",2011,5,"White"
"6257",2011-05-25,"Marijuana","F","A","N",15,"Old Saybrook Police Department",2011,5,"Asian"
"6258",2011-05-26,"Marijuana","M","W","N",26,"Old Saybrook Police Department",2011,5,"White"
"6259",2011-06-03,"Marijuana","F","W","N",30,"Old Saybrook Police Department",2011,6,"White"
"6260",2011-06-15,"Marijuana","M","W","N",18,"Old Saybrook Police Department",2011,6,"White"
"6261",2011-06-26,"Marijuana","M","W","H",18,"Old Saybrook Police Department",2011,6,"Hispanic"
"6262",2011-07-15,"Marijuana","M","W","N",30,"Old Saybrook Police Department",2011,7,"White"
"6263",2011-08-04,"Marijuana","M","W","N",18,"Old Saybrook Police Department",2011,8,"White"
"6264",2011-08-13,"Marijuana","M","W","N",31,"Old Saybrook Police Department",2011,8,"White"
"6265",2011-08-16,"Marijuana","F","W","N",17,"Old Saybrook Police Department",2011,8,"White"
"6266",2011-08-16,"Marijuana","M","W","N",20,"Old Saybrook Police Department",2011,8,"White"
"6267",2011-08-29,"Marijuana","F","W","N",19,"Old Saybrook Police Department",2011,8,"White"
"6268",2011-09-08,"Marijuana","M","W","N",31,"Old Saybrook Police Department",2011,9,"White"
"6269",2011-09-18,"Marijuana","M","W","N",42,"Old Saybrook Police Department",2011,9,"White"
"6270",2011-10-17,"Marijuana","M","W","N",31,"Old Saybrook Police Department",2011,10,"White"
"6271",2011-10-20,"Marijuana","F","W","N",22,"Old Saybrook Police Department",2011,10,"White"
"6272",2011-10-21,"Marijuana","M","W","N",22,"Old Saybrook Police Department",2011,10,"White"
"6273",2011-10-21,"Marijuana","M","W","N",19,"Old Saybrook Police Department",2011,10,"White"
"6274",2011-11-01,"Marijuana","M","W","N",19,"Old Saybrook Police Department",2011,11,"White"
"6275",2011-11-01,"Marijuana","M","W","N",24,"Old Saybrook Police Department",2011,11,"White"
"6276",2011-11-06,"Marijuana","M","W","N",23,"Old Saybrook Police Department",2011,11,"White"
"6277",2011-11-26,"Marijuana","F","W","N",36,"Old Saybrook Police Department",2011,11,"White"
"6278",2011-12-03,"Marijuana","M","W","N",24,"Old Saybrook Police Department",2011,12,"White"
"6279",2011-12-04,"Marijuana","M","W","N",16,"Old Saybrook Police Department",2011,12,"White"
"6280",2011-12-25,"Marijuana","M","W","N",19,"Old Saybrook Police Department",2011,12,"White"
"6281",2012-01-03,"Marijuana","M","W","N",27,"Old Saybrook Police Department",2012,1,"White"
"6282",2012-01-03,"Marijuana","M","W","N",25,"Old Saybrook Police Department",2012,1,"White"
"6283",2012-01-06,"Marijuana","M","B","N",33,"Old Saybrook Police Department",2012,1,"Black"
"6284",2012-01-15,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2012,1,"White"
"6285",2012-01-15,"Marijuana","M","A","N",17,"Old Saybrook Police Department",2012,1,"Asian"
"6286",2012-03-06,"Marijuana","M","W","N",22,"Old Saybrook Police Department",2012,3,"White"
"6287",2012-03-06,"Marijuana","M","W","N",21,"Old Saybrook Police Department",2012,3,"White"
"6288",2012-03-08,"Marijuana","M","W","N",24,"Old Saybrook Police Department",2012,3,"White"
"6289",2012-08-03,"Marijuana","M","W","N",37,"Old Saybrook Police Department",2012,8,"White"
"6290",2012-09-07,"Marijuana","M","W","N",16,"Old Saybrook Police Department",2012,9,"White"
"6291",2012-09-21,"Marijuana","M","W","N",47,"Old Saybrook Police Department",2012,9,"White"
"6292",2012-09-21,"Marijuana","M","W","N",27,"Old Saybrook Police Department",2012,9,"White"
"6293",2012-10-09,"Marijuana","F","W","N",17,"Old Saybrook Police Department",2012,10,"White"
"6294",2012-10-09,"Marijuana","F","W","N",16,"Old Saybrook Police Department",2012,10,"White"
"6295",2012-10-09,"Marijuana","F","W","N",16,"Old Saybrook Police Department",2012,10,"White"
"6296",2012-12-02,"Marijuana","M","W","N",19,"Old Saybrook Police Department",2012,12,"White"
"6297",2012-12-17,"Marijuana","F","W","N",17,"Old Saybrook Police Department",2012,12,"White"
"6298",2012-12-17,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2012,12,"White"
"6299",2012-12-17,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2012,12,"White"
"6300",2012-12-18,"Marijuana","F","W","N",17,"Old Saybrook Police Department",2012,12,"White"
"6301",2012-12-18,"Marijuana","M","W","N",17,"Old Saybrook Police Department",2012,12,"White"
"6302",2012-12-18,"Marijuana","M","W","N",47,"Old Saybrook Police Department",2012,12,"White"
"6303",2012-12-18,"Marijuana","M","W","N",20,"Old Saybrook Police Department",2012,12,"White"
"6304",2012-12-18,"Marijuana","M","W","N",20,"Old Saybrook Police Department",2012,12,"White"
"6305",2013-06-14,"Marijuana","F","W","N",31,"Old Saybrook Police Department",2013,6,"White"
"6306",2013-06-14,"Marijuana","M","B","N",34,"Old Saybrook Police Department",2013,6,"Black"
"6307",2013-07-17,"Marijuana","M","W","N",23,"Old Saybrook Police Department",2013,7,"White"
"6308",2013-10-11,"Marijuana","M","W","N",37,"Old Saybrook Police Department",2013,10,"White"
"6309",2013-10-11,"Marijuana","M","W","N",28,"Old Saybrook Police Department",2013,10,"White"
"6310",2013-11-23,"Marijuana","M","W","N",23,"Old Saybrook Police Department",2013,11,"White"
"6311",2013-11-23,"Marijuana","M","W","N",20,"Old Saybrook Police Department",2013,11,"White"
"6312",2011-02-07,"Marijuana","F","W","N",37,"Orange Police Department",2011,2,"White"
"6313",2011-02-07,"Marijuana","M","W","N",28,"Orange Police Department",2011,2,"White"
"6314",2011-02-12,"Marijuana","M","B","N",31,"Orange Police Department",2011,2,"Black"
"6315",2011-04-11,"Marijuana","M","W","N",27,"Orange Police Department",2011,4,"White"
"6316",2011-04-30,"Marijuana","M","W","N",18,"Orange Police Department",2011,4,"White"
"6317",2011-04-30,"Marijuana","M","W","N",18,"Orange Police Department",2011,4,"White"
"6318",2011-04-30,"Marijuana","M","W","N",19,"Orange Police Department",2011,4,"White"
"6319",2011-05-15,"Marijuana","M","B","N",27,"Orange Police Department",2011,5,"Black"
"6320",2011-10-21,"Marijuana","M","W","N",28,"Orange Police Department",2011,10,"White"
"6321",2011-10-23,"Marijuana","F","W","H",34,"Orange Police Department",2011,10,"Hispanic"
"6322",2011-11-15,"Marijuana","M","W","N",25,"Orange Police Department",2011,11,"White"
"6323",2011-11-17,"Marijuana","F","W","N",21,"Orange Police Department",2011,11,"White"
"6324",2011-11-17,"Marijuana","M","W","N",18,"Orange Police Department",2011,11,"White"
"6325",2011-11-30,"Marijuana","F","W","N",16,"Orange Police Department",2011,11,"White"
"6326",2011-12-02,"Marijuana","M","W","N",39,"Orange Police Department",2011,12,"White"
"6327",2011-12-13,"Marijuana","F","W","N",17,"Orange Police Department",2011,12,"White"
"6328",2012-01-14,"Marijuana","M","W","N",21,"Orange Police Department",2012,1,"White"
"6329",2012-02-02,"Marijuana","M","W","N",18,"Orange Police Department",2012,2,"White"
"6330",2012-02-10,"Marijuana","M","W","N",17,"Orange Police Department",2012,2,"White"
"6331",2012-02-10,"Marijuana","M","B","N",22,"Orange Police Department",2012,2,"Black"
"6332",2012-02-12,"Marijuana","F","W","N",25,"Orange Police Department",2012,2,"White"
"6333",2012-02-17,"Marijuana","M","W","N",17,"Orange Police Department",2012,2,"White"
"6334",2012-02-29,"Marijuana","F","W","N",22,"Orange Police Department",2012,2,"White"
"6335",2012-03-05,"Marijuana","M","B","N",28,"Orange Police Department",2012,3,"Black"
"6336",2012-03-05,"Marijuana","M","B","N",28,"Orange Police Department",2012,3,"Black"
"6337",2012-03-05,"Marijuana","M","B","N",24,"Orange Police Department",2012,3,"Black"
"6338",2012-03-05,"Marijuana","M","B","N",24,"Orange Police Department",2012,3,"Black"
"6339",2012-03-14,"Marijuana","F","W","N",17,"Orange Police Department",2012,3,"White"
"6340",2012-03-29,"Marijuana","M","W","N",21,"Orange Police Department",2012,3,"White"
"6341",2012-04-08,"Marijuana","M","W","N",18,"Orange Police Department",2012,4,"White"
"6342",2012-04-11,"Marijuana","F","W","N",21,"Orange Police Department",2012,4,"White"
"6343",2012-04-11,"Marijuana","F","W","H",15,"Orange Police Department",2012,4,"Hispanic"
"6344",2012-04-11,"Marijuana","F","W","N",14,"Orange Police Department",2012,4,"White"
"6345",2012-05-08,"Marijuana","F","W","N",17,"Orange Police Department",2012,5,"White"
"6346",2012-05-12,"Marijuana","M","W","N",17,"Orange Police Department",2012,5,"White"
"6347",2012-05-12,"Marijuana","M","W","N",16,"Orange Police Department",2012,5,"White"
"6348",2012-06-08,"Marijuana","F","W","N",19,"Orange Police Department",2012,6,"White"
"6349",2012-06-08,"Marijuana","F","W","N",17,"Orange Police Department",2012,6,"White"
"6350",2012-06-26,"Marijuana","M","W","N",19,"Orange Police Department",2012,6,"White"
"6351",2012-07-15,"Marijuana","F","B","N",27,"Orange Police Department",2012,7,"Black"
"6352",2012-09-23,"Marijuana","M","W","N",25,"Orange Police Department",2012,9,"White"
"6353",2012-10-27,"Marijuana","M","W","H",20,"Orange Police Department",2012,10,"Hispanic"
"6354",2012-10-27,"Marijuana","M","W","H",19,"Orange Police Department",2012,10,"Hispanic"
"6355",2012-11-01,"Marijuana","M","W","N",48,"Orange Police Department",2012,11,"White"
"6356",2012-11-16,"Marijuana","M","W","N",28,"Orange Police Department",2012,11,"White"
"6357",2012-11-20,"Marijuana","M","W","N",30,"Orange Police Department",2012,11,"White"
"6358",2012-11-23,"Marijuana","M","B","N",20,"Orange Police Department",2012,11,"Black"
"6359",2012-11-25,"Marijuana","M","W","N",18,"Orange Police Department",2012,11,"White"
"6360",2012-12-16,"Marijuana","M","U","N",22,"Orange Police Department",2012,12,"Unknown"
"6361",2013-01-06,"Marijuana","M","W","H",19,"Orange Police Department",2013,1,"Hispanic"
"6362",2013-01-14,"Marijuana","M","W","U",28,"Orange Police Department",2013,1,"White"
"6363",2013-01-15,"Marijuana","M","W","H",29,"Orange Police Department",2013,1,"Hispanic"
"6364",2013-01-27,"Marijuana","M","W","H",20,"Orange Police Department",2013,1,"Hispanic"
"6365",2013-02-02,"Marijuana","M","W","N",23,"Orange Police Department",2013,2,"White"
"6366",2013-03-04,"Marijuana","M","W","N",20,"Orange Police Department",2013,3,"White"
"6367",2013-03-31,"Marijuana","M","W","N",20,"Orange Police Department",2013,3,"White"
"6368",2013-03-31,"Marijuana","M","W","N",20,"Orange Police Department",2013,3,"White"
"6369",2013-04-17,"Marijuana","M","W","H",32,"Orange Police Department",2013,4,"Hispanic"
"6370",2013-05-24,"Marijuana","M","W","N",22,"Orange Police Department",2013,5,"White"
"6371",2013-06-30,"Marijuana","M","B","N",30,"Orange Police Department",2013,6,"Black"
"6372",2013-07-12,"Marijuana","M","B","N",37,"Orange Police Department",2013,7,"Black"
"6373",2013-07-12,"Marijuana","M","B","N",32,"Orange Police Department",2013,7,"Black"
"6374",2013-07-19,"Marijuana","M","W","N",21,"Orange Police Department",2013,7,"White"
"6375",2013-08-22,"Marijuana","M","W","N",18,"Orange Police Department",2013,8,"White"
"6376",2013-08-22,"Marijuana","M","W","N",19,"Orange Police Department",2013,8,"White"
"6377",2013-09-19,"Marijuana","M","W","N",22,"Orange Police Department",2013,9,"White"
"6378",2013-10-11,"Marijuana","F","W","N",35,"Orange Police Department",2013,10,"White"
"6379",2013-10-11,"Marijuana","F","W","N",45,"Orange Police Department",2013,10,"White"
"6380",2013-11-04,"Marijuana","F","W","N",22,"Orange Police Department",2013,11,"White"
"6381",2013-11-14,"Marijuana","M","W","H",50,"Orange Police Department",2013,11,"Hispanic"
"6382",2013-11-23,"Marijuana","M","W","N",20,"Orange Police Department",2013,11,"White"
"6383",2013-11-29,"Marijuana","M","W","N",22,"Orange Police Department",2013,11,"White"
"6384",2013-12-04,"Marijuana","M","B","N",20,"Orange Police Department",2013,12,"Black"
"6385",2013-12-28,"Marijuana","M","W","N",19,"Orange Police Department",2013,12,"White"
"6386",2013-12-29,"Marijuana","M","W","N",36,"Orange Police Department",2013,12,"White"
"6387",2011-01-19,"Marijuana","M","W","N",17,"Plainfield Police Department",2011,1,"White"
"6388",2011-03-04,"Marijuana","M","W","N",18,"Plainfield Police Department",2011,3,"White"
"6389",2011-03-05,"Marijuana","M","W","N",22,"Plainfield Police Department",2011,3,"White"
"6390",2011-05-21,"Marijuana","M","W","U",24,"Plainfield Police Department",2011,5,"White"
"6391",2011-10-21,"Marijuana","M","W","N",16,"Plainfield Police Department",2011,10,"White"
"6392",2011-10-29,"Marijuana","M","B","U",26,"Plainfield Police Department",2011,10,"Black"
"6393",2011-11-05,"Marijuana","M","W","N",18,"Plainfield Police Department",2011,11,"White"
"6394",2011-11-25,"Marijuana","M","W","N",21,"Plainfield Police Department",2011,11,"White"
"6395",2011-11-25,"Marijuana","F","W","N",21,"Plainfield Police Department",2011,11,"White"
"6396",2011-12-13,"Marijuana","M","B","N",14,"Plainfield Police Department",2011,12,"Black"
"6397",2011-12-14,"Marijuana","M","W","U",28,"Plainfield Police Department",2011,12,"White"
"6398",2013-03-11,"Marijuana","M","U","U",18,"Plainfield Police Department",2013,3,"Unknown"
"6399",2013-03-27,"Marijuana","M","W","U",22,"Plainfield Police Department",2013,3,"White"
"6400",2013-03-27,"Marijuana","M","W","U",22,"Plainfield Police Department",2013,3,"White"
"6401",2013-07-05,"Marijuana","M","W","U",21,"Plainfield Police Department",2013,7,"White"
"6402",2013-07-20,"Marijuana","M","W","N",28,"Plainfield Police Department",2013,7,"White"
"6403",2013-07-28,"Marijuana","M","W","U",20,"Plainfield Police Department",2013,7,"White"
"6404",2013-08-29,"Marijuana","M","W","N",19,"Plainfield Police Department",2013,8,"White"
"6405",2013-09-25,"Marijuana","M","W","N",49,"Plainfield Police Department",2013,9,"White"
"6406",2013-09-26,"Marijuana","M","W","N",22,"Plainfield Police Department",2013,9,"White"
"6407",2013-10-18,"Marijuana","F","W","U",17,"Plainfield Police Department",2013,10,"White"
"6408",2013-11-24,"Marijuana","M","W","N",17,"Plainfield Police Department",2013,11,"White"
"6409",2013-11-24,"Marijuana","M","W","U",16,"Plainfield Police Department",2013,11,"White"
"6410",2013-11-30,"Marijuana","M","W","N",42,"Plainfield Police Department",2013,11,"White"
"6411",2013-12-07,"Marijuana","M","B","U",33,"Plainfield Police Department",2013,12,"Black"
"6412",2013-12-13,"Marijuana","M","U","U",25,"Plainfield Police Department",2013,12,"Unknown"
"6413",2013-12-14,"Marijuana","M","W","N",33,"Plainfield Police Department",2013,12,"White"
"6414",2011-03-04,"Marijuana","M","W","H",16,"Plymouth Police Department",2011,3,"Hispanic"
"6415",2011-05-27,"Marijuana","M","W","N",27,"Plymouth Police Department",2011,5,"White"
"6416",2011-07-12,"Marijuana","M","W","N",23,"Plymouth Police Department",2011,7,"White"
"6417",2011-07-22,"Marijuana","F","W","H",21,"Plymouth Police Department",2011,7,"Hispanic"
"6418",2011-07-22,"Marijuana","M","U","H",31,"Plymouth Police Department",2011,7,"Hispanic"
"6419",2011-08-23,"Marijuana","M","W","N",21,"Plymouth Police Department",2011,8,"White"
"6420",2011-10-02,"Marijuana","M","W","N",22,"Plymouth Police Department",2011,10,"White"
"6421",2011-10-28,"Marijuana","M","W","N",16,"Plymouth Police Department",2011,10,"White"
"6422",2011-11-01,"Marijuana","F","W","N",42,"Plymouth Police Department",2011,11,"White"
"6423",2011-11-28,"Marijuana","M","W","N",28,"Plymouth Police Department",2011,11,"White"
"6424",2012-01-09,"Marijuana","M","W","N",14,"Plymouth Police Department",2012,1,"White"
"6425",2012-01-30,"Marijuana","M","W","N",18,"Plymouth Police Department",2012,1,"White"
"6426",2012-04-04,"Marijuana","M","W","N",23,"Plymouth Police Department",2012,4,"White"
"6427",2012-04-04,"Marijuana","F","W","N",40,"Plymouth Police Department",2012,4,"White"
"6428",2012-05-02,"Marijuana","F","W","N",28,"Plymouth Police Department",2012,5,"White"
"6429",2012-05-02,"Marijuana","M","W","N",49,"Plymouth Police Department",2012,5,"White"
"6430",2012-05-02,"Marijuana","M","W","H",36,"Plymouth Police Department",2012,5,"Hispanic"
"6431",2012-05-11,"Marijuana","M","W","N",51,"Plymouth Police Department",2012,5,"White"
"6432",2012-05-14,"Marijuana","M","W","N",21,"Plymouth Police Department",2012,5,"White"
"6433",2012-06-10,"Marijuana","M","W","H",20,"Plymouth Police Department",2012,6,"Hispanic"
"6434",2012-10-23,"Marijuana","M","W","N",68,"Plymouth Police Department",2012,10,"White"
"6435",2012-11-01,"Marijuana","M","W","N",19,"Plymouth Police Department",2012,11,"White"
"6436",2012-11-01,"Marijuana","M","B","N",18,"Plymouth Police Department",2012,11,"Black"
"6437",2012-11-01,"Marijuana","M","W","H",17,"Plymouth Police Department",2012,11,"Hispanic"
"6438",2012-11-01,"Marijuana","M","W","N",25,"Plymouth Police Department",2012,11,"White"
"6439",2013-01-20,"Marijuana","M","W","N",19,"Plymouth Police Department",2013,1,"White"
"6440",2013-02-06,"Marijuana","M","W","N",25,"Plymouth Police Department",2013,2,"White"
"6441",2013-02-06,"Marijuana","F","W","N",22,"Plymouth Police Department",2013,2,"White"
"6442",2013-02-06,"Marijuana","M","W","N",24,"Plymouth Police Department",2013,2,"White"
"6443",2013-05-16,"Marijuana","M","W","N",21,"Plymouth Police Department",2013,5,"White"
"6444",2013-05-24,"Marijuana","M","W","N",31,"Plymouth Police Department",2013,5,"White"
"6445",2013-06-19,"Marijuana","M","W","N",17,"Plymouth Police Department",2013,6,"White"
"6446",2013-06-21,"Marijuana","M","W","N",20,"Plymouth Police Department",2013,6,"White"
"6447",2013-10-01,"Marijuana","M","W","N",27,"Plymouth Police Department",2013,10,"White"
"6448",2013-10-01,"Marijuana","M","W","N",27,"Plymouth Police Department",2013,10,"White"
"6449",2013-11-15,"Marijuana","M","W","N",25,"Plymouth Police Department",2013,11,"White"
"6450",2013-12-04,"Marijuana","M","W","U",32,"Plymouth Police Department",2013,12,"White"
"6451",2011-01-08,"Marijuana","M","W","N",46,"Putnam Police Department",2011,1,"White"
"6452",2011-01-19,"Marijuana","M","W","H",30,"Putnam Police Department",2011,1,"Hispanic"
"6453",2011-02-04,"Marijuana","M","W","N",16,"Putnam Police Department",2011,2,"White"
"6454",2011-03-21,"Marijuana","F","W","N",20,"Putnam Police Department",2011,3,"White"
"6455",2011-06-02,"Marijuana","M","W","N",18,"Putnam Police Department",2011,6,"White"
"6456",2011-09-13,"Marijuana","M","W","N",49,"Putnam Police Department",2011,9,"White"
"6457",2011-10-21,"Marijuana","M","W","H",16,"Putnam Police Department",2011,10,"Hispanic"
"6458",2011-12-02,"Marijuana","F","W","N",28,"Putnam Police Department",2011,12,"White"
"6459",2012-02-20,"Marijuana","M","W","N",52,"Putnam Police Department",2012,2,"White"
"6460",2012-02-26,"Marijuana","M","W","U",47,"Putnam Police Department",2012,2,"White"
"6461",2012-03-03,"Marijuana","M","B","N",30,"Putnam Police Department",2012,3,"Black"
"6462",2012-03-05,"Marijuana","M","W","N",17,"Putnam Police Department",2012,3,"White"
"6463",2012-03-16,"Marijuana","M","W","N",17,"Putnam Police Department",2012,3,"White"
"6464",2012-03-17,"Marijuana","M","W","N",19,"Putnam Police Department",2012,3,"White"
"6465",2012-03-28,"Marijuana","M","W","N",17,"Putnam Police Department",2012,3,"White"
"6466",2012-03-31,"Marijuana","M","W","N",18,"Putnam Police Department",2012,3,"White"
"6467",2012-05-20,"Marijuana","M","W","N",19,"Putnam Police Department",2012,5,"White"
"6468",2012-06-07,"Marijuana","M","W","N",23,"Putnam Police Department",2012,6,"White"
"6469",2012-06-10,"Marijuana","M","W","N",41,"Putnam Police Department",2012,6,"White"
"6470",2012-06-11,"Marijuana","M","W","N",20,"Putnam Police Department",2012,6,"White"
"6471",2012-06-28,"Marijuana","M","W","N",23,"Putnam Police Department",2012,6,"White"
"6472",2012-08-08,"Marijuana","M","W","N",24,"Putnam Police Department",2012,8,"White"
"6473",2012-09-30,"Marijuana","M","W","N",22,"Putnam Police Department",2012,9,"White"
"6474",2012-10-14,"Marijuana","M","W","N",17,"Putnam Police Department",2012,10,"White"
"6475",2012-10-18,"Marijuana","M","W","N",46,"Putnam Police Department",2012,10,"White"
"6476",2012-10-29,"Marijuana","M","W","N",35,"Putnam Police Department",2012,10,"White"
"6477",2012-10-31,"Marijuana","M","W","N",16,"Putnam Police Department",2012,10,"White"
"6478",2012-12-07,"Marijuana","M","B","U",25,"Putnam Police Department",2012,12,"Black"
"6479",2013-01-20,"Marijuana","M","W","N",46,"Putnam Police Department",2013,1,"White"
"6480",2013-02-02,"Marijuana","F","W","N",36,"Putnam Police Department",2013,2,"White"
"6481",2013-03-15,"Marijuana","M","W","N",30,"Putnam Police Department",2013,3,"White"
"6482",2013-03-15,"Marijuana","M","W","N",34,"Putnam Police Department",2013,3,"White"
"6483",2013-04-01,"Marijuana","M","W","N",21,"Putnam Police Department",2013,4,"White"
"6484",2013-05-05,"Marijuana","M","W","N",20,"Putnam Police Department",2013,5,"White"
"6485",2013-06-24,"Marijuana","F","W","N",32,"Putnam Police Department",2013,6,"White"
"6486",2013-11-30,"Marijuana","M","W","N",27,"Putnam Police Department",2013,11,"White"
"6487",2013-12-12,"Marijuana","M","W","H",17,"Putnam Police Department",2013,12,"Hispanic"
"6488",2013-12-12,"Marijuana","M","W","N",18,"Putnam Police Department",2013,12,"White"
"6489",2011-03-09,"Marijuana","M","W","N",16,"Redding Police Department",2011,3,"White"
"6490",2011-03-12,"Marijuana","F","U","H",18,"Redding Police Department",2011,3,"Hispanic"
"6491",2011-11-04,"Marijuana","M","W","N",15,"Redding Police Department",2011,11,"White"
"6492",2011-11-04,"Marijuana","M","W","N",15,"Redding Police Department",2011,11,"White"
"6493",2011-11-04,"Marijuana","M","W","N",15,"Redding Police Department",2011,11,"White"
"6494",2011-11-04,"Marijuana","M","W","N",15,"Redding Police Department",2011,11,"White"
"6495",2011-11-14,"Marijuana","M","W","N",18,"Redding Police Department",2011,11,"White"
"6496",2011-12-02,"Marijuana","F","W","N",15,"Redding Police Department",2011,12,"White"
"6497",2011-12-02,"Marijuana","M","W","N",15,"Redding Police Department",2011,12,"White"
"6498",2011-12-02,"Marijuana","M","W","N",14,"Redding Police Department",2011,12,"White"
"6499",2011-12-02,"Marijuana","M","W","N",17,"Redding Police Department",2011,12,"White"
"6500",2011-12-02,"Marijuana","M","W","N",17,"Redding Police Department",2011,12,"White"
"6501",2012-02-28,"Marijuana","F","W","N",15,"Redding Police Department",2012,2,"White"
"6502",2012-03-30,"Marijuana","F","W","N",16,"Redding Police Department",2012,3,"White"
"6503",2012-03-30,"Marijuana","M","W","N",17,"Redding Police Department",2012,3,"White"
"6504",2012-04-25,"Marijuana","M","W","N",20,"Redding Police Department",2012,4,"White"
"6505",2012-05-21,"Marijuana","M","W","N",19,"Redding Police Department",2012,5,"White"
"6506",2012-05-21,"Marijuana","M","W","N",19,"Redding Police Department",2012,5,"White"
"6507",2012-05-21,"Marijuana","M","U","U",19,"Redding Police Department",2012,5,"Unknown"
"6508",2012-05-21,"Marijuana","M","W","N",19,"Redding Police Department",2012,5,"White"
"6509",2012-05-21,"Marijuana","M","W","N",18,"Redding Police Department",2012,5,"White"
"6510",2012-05-21,"Marijuana","M","W","N",18,"Redding Police Department",2012,5,"White"
"6511",2012-06-22,"Marijuana","M","W","N",20,"Redding Police Department",2012,6,"White"
"6512",2012-09-06,"Marijuana","M","W","N",17,"Redding Police Department",2012,9,"White"
"6513",2012-09-20,"Marijuana","F","W","N",16,"Redding Police Department",2012,9,"White"
"6514",2012-09-20,"Marijuana","M","W","N",16,"Redding Police Department",2012,9,"White"
"6515",2012-10-07,"Marijuana","M","W","N",16,"Redding Police Department",2012,10,"White"
"6516",2012-10-07,"Marijuana","M","W","N",17,"Redding Police Department",2012,10,"White"
"6517",2012-12-03,"Marijuana","M","W","N",17,"Redding Police Department",2012,12,"White"
