"","date","description","gender","race","ethnicity","age","department","year","month","race_ethnicity"
"1",2011-03-01,"Marijuana","M","W","H",17,"Ansonia Police Department",2011,3,"Hispanic"
"2",2011-03-08,"Marijuana","M","B","N",30,"Ansonia Police Department",2011,3,"Black"
"3",2011-03-22,"Marijuana","M","B","N",30,"Ansonia Police Department",2011,3,"Black"
"4",2011-04-15,"Marijuana","F","W","N",24,"Ansonia Police Department",2011,4,"White"
"5",2011-04-25,"Marijuana","M","B","N",22,"Ansonia Police Department",2011,4,"Black"
"6",2011-04-25,"Marijuana","M","B","N",33,"Ansonia Police Department",2011,4,"Black"
"7",2011-04-27,"Marijuana","M","B","N",21,"Ansonia Police Department",2011,4,"Black"
"8",2011-04-27,"Marijuana","M","W","N",19,"Ansonia Police Department",2011,4,"White"
"9",2011-05-01,"Marijuana","M","B","N",22,"Ansonia Police Department",2011,5,"Black"
"10",2011-05-02,"Marijuana","M","B","N",22,"Ansonia Police Department",2011,5,"Black"
"11",2011-05-04,"Marijuana","M","B","N",29,"Ansonia Police Department",2011,5,"Black"
"12",2011-05-19,"Marijuana","M","W","N",14,"Ansonia Police Department",2011,5,"White"
"13",2011-05-19,"Marijuana","M","W","N",17,"Ansonia Police Department",2011,5,"White"
"14",2011-05-29,"Marijuana","F","W","N",32,"Ansonia Police Department",2011,5,"White"
"15",2011-07-05,"Marijuana","M","U","N",19,"Ansonia Police Department",2011,7,"Unknown"
"16",2011-07-14,"Marijuana","M","W","N",57,"Ansonia Police Department",2011,7,"White"
"17",2011-07-14,"Marijuana","F","W","N",57,"Ansonia Police Department",2011,7,"White"
"18",2011-08-13,"Marijuana","M","W","N",18,"Ansonia Police Department",2011,8,"White"
"19",2011-11-13,"Marijuana","M","W","N",23,"Ansonia Police Department",2011,11,"White"
"20",2011-11-21,"Marijuana","M","W","H",18,"Ansonia Police Department",2011,11,"Hispanic"
"21",2011-11-21,"Marijuana","M","W","H",15,"Ansonia Police Department",2011,11,"Hispanic"
"22",2011-11-21,"Marijuana","M","W","H",19,"Ansonia Police Department",2011,11,"Hispanic"
"23",2011-11-21,"Marijuana","M","W","",17,"Ansonia Police Department",2011,11,"White"
"24",2011-11-28,"Marijuana","M","W","N",30,"Ansonia Police Department",2011,11,"White"
"25",2011-11-28,"Marijuana","M","W","N",44,"Ansonia Police Department",2011,11,"White"
"26",2012-01-07,"Marijuana","M","W","N",52,"Ansonia Police Department",2012,1,"White"
"27",2012-01-24,"Marijuana","F","W","N",18,"Ansonia Police Department",2012,1,"White"
"28",2012-01-31,"Marijuana","F","W","N",23,"Ansonia Police Department",2012,1,"White"
"29",2012-02-05,"Marijuana","M","W","N",15,"Ansonia Police Department",2012,2,"White"
"30",2012-02-16,"Marijuana","M","W","N",33,"Ansonia Police Department",2012,2,"White"
"31",2012-02-16,"Marijuana","F","W","N",70,"Ansonia Police Department",2012,2,"White"
"32",2012-02-16,"Marijuana","F","B","N",31,"Ansonia Police Department",2012,2,"Black"
"33",2012-03-01,"Marijuana","M","W","N",26,"Ansonia Police Department",2012,3,"White"
"34",2012-03-29,"Marijuana","M","W","H",16,"Ansonia Police Department",2012,3,"Hispanic"
"35",2012-07-11,"Marijuana","M","B","N",23,"Ansonia Police Department",2012,7,"Black"
"36",2012-07-11,"Marijuana","F","B","N",22,"Ansonia Police Department",2012,7,"Black"
"37",2012-07-11,"Marijuana","M","B","N",28,"Ansonia Police Department",2012,7,"Black"
"38",2012-08-28,"Marijuana","F","B","N",27,"Ansonia Police Department",2012,8,"Black"
"39",2012-08-28,"Marijuana","M","B","N",26,"Ansonia Police Department",2012,8,"Black"
"40",2012-08-30,"Marijuana","M","B","U",25,"Ansonia Police Department",2012,8,"Black"
"41",2012-09-03,"Marijuana","M","W","N",25,"Ansonia Police Department",2012,9,"White"
"42",2012-09-14,"Marijuana","M","B","N",18,"Ansonia Police Department",2012,9,"Black"
"43",2012-10-27,"Marijuana","M","B","N",29,"Ansonia Police Department",2012,10,"Black"
"44",2012-10-29,"Marijuana","M","B","U",39,"Ansonia Police Department",2012,10,"Black"
"45",2012-12-01,"Marijuana","M","W","H",19,"Ansonia Police Department",2012,12,"Hispanic"
"46",2012-12-05,"Marijuana","F","B","N",20,"Ansonia Police Department",2012,12,"Black"
"47",2012-12-05,"Marijuana","M","B","N",16,"Ansonia Police Department",2012,12,"Black"
"48",2012-12-05,"Marijuana","M","B","H",22,"Ansonia Police Department",2012,12,"Hispanic"
"49",2012-12-10,"Marijuana","M","W","N",26,"Ansonia Police Department",2012,12,"White"
"50",2012-12-13,"Marijuana","M","B","N",25,"Ansonia Police Department",2012,12,"Black"
"51",2012-12-23,"Marijuana","F","W","N",43,"Ansonia Police Department",2012,12,"White"
"52",2012-12-23,"Marijuana","M","W","H",41,"Ansonia Police Department",2012,12,"Hispanic"
"53",2012-12-31,"Marijuana","M","B","N",25,"Ansonia Police Department",2012,12,"Black"
"54",2013-02-04,"Marijuana","F","W","H",44,"Ansonia Police Department",2013,2,"Hispanic"
"55",2013-02-12,"Marijuana","M","W","H",19,"Ansonia Police Department",2013,2,"Hispanic"
"56",2013-02-18,"Marijuana","M","W","N",20,"Ansonia Police Department",2013,2,"White"
"57",2013-02-18,"Marijuana","M","W","N",21,"Ansonia Police Department",2013,2,"White"
"58",2013-02-21,"Marijuana","M","B","N",25,"Ansonia Police Department",2013,2,"Black"
"59",2013-03-06,"Marijuana","M","W","H",18,"Ansonia Police Department",2013,3,"Hispanic"
"60",2013-03-23,"Marijuana","M","W","N",26,"Ansonia Police Department",2013,3,"White"
"61",2013-04-02,"Marijuana","M","W","H",19,"Ansonia Police Department",2013,4,"Hispanic"
"62",2013-04-18,"Marijuana","M","B","N",21,"Ansonia Police Department",2013,4,"Black"
"63",2013-04-18,"Marijuana","M","B","N",21,"Ansonia Police Department",2013,4,"Black"
"64",2013-04-26,"Marijuana","M","B","N",29,"Ansonia Police Department",2013,4,"Black"
"65",2013-04-26,"Marijuana","F","B","N",21,"Ansonia Police Department",2013,4,"Black"
"66",2013-05-03,"Marijuana","M","W","N",25,"Ansonia Police Department",2013,5,"White"
"67",2013-05-06,"Marijuana","M","B","N",29,"Ansonia Police Department",2013,5,"Black"
"68",2013-05-07,"Marijuana","M","W","H",29,"Ansonia Police Department",2013,5,"Hispanic"
"69",2013-05-07,"Marijuana","M","W","N",41,"Ansonia Police Department",2013,5,"White"
"70",2013-05-08,"Marijuana","M","B","",20,"Ansonia Police Department",2013,5,"Black"
"71",2013-05-16,"Marijuana","F","W","N",24,"Ansonia Police Department",2013,5,"White"
"72",2013-06-05,"Marijuana","M","B","N",34,"Ansonia Police Department",2013,6,"Black"
"73",2013-07-18,"Marijuana","M","W","",22,"Ansonia Police Department",2013,7,"White"
"74",2013-07-18,"Marijuana","M","B","N",23,"Ansonia Police Department",2013,7,"Black"
"75",2013-07-31,"Marijuana","F","W","N",47,"Ansonia Police Department",2013,7,"White"
"76",2013-08-02,"Marijuana","M","B","N",39,"Ansonia Police Department",2013,8,"Black"
"77",2013-08-02,"Marijuana","M","W","N",35,"Ansonia Police Department",2013,8,"White"
"78",2013-08-06,"Marijuana","F","W","N",44,"Ansonia Police Department",2013,8,"White"
"79",2013-08-06,"Marijuana","M","B","N",40,"Ansonia Police Department",2013,8,"Black"
"80",2013-08-07,"Marijuana","M","W","N",21,"Ansonia Police Department",2013,8,"White"
"81",2013-08-14,"Marijuana","M","W","N",20,"Ansonia Police Department",2013,8,"White"
"82",2013-08-16,"Marijuana","M","B","U",26,"Ansonia Police Department",2013,8,"Black"
"83",2013-08-16,"Marijuana","M","W","N",24,"Ansonia Police Department",2013,8,"White"
"84",2013-08-22,"Marijuana","M","B","N",43,"Ansonia Police Department",2013,8,"Black"
"85",2013-09-05,"Marijuana","M","B","N",23,"Ansonia Police Department",2013,9,"Black"
"86",2013-09-05,"Marijuana","M","B","N",23,"Ansonia Police Department",2013,9,"Black"
"87",2013-09-13,"Marijuana","M","B","N",32,"Ansonia Police Department",2013,9,"Black"
"88",2013-09-23,"Marijuana","M","W","N",20,"Ansonia Police Department",2013,9,"White"
"89",2013-10-03,"Marijuana","M","B","N",18,"Ansonia Police Department",2013,10,"Black"
"90",2013-11-08,"Marijuana","M","W","N",15,"Ansonia Police Department",2013,11,"White"
"91",2013-11-08,"Marijuana","M","B","N",13,"Ansonia Police Department",2013,11,"Black"
"92",2013-12-31,"Marijuana","M","B","N",26,"Ansonia Police Department",2013,12,"Black"
"93",2011-01-04,"Marijuana","M","W","N",33,"Avon Police Department",2011,1,"White"
"94",2011-01-04,"Marijuana","F","W","N",23,"Avon Police Department",2011,1,"White"
"95",2011-01-04,"Marijuana","M","W","N",18,"Avon Police Department",2011,1,"White"
"96",2011-01-04,"Marijuana","M","W","N",18,"Avon Police Department",2011,1,"White"
"97",2011-01-04,"Marijuana","M","W","N",18,"Avon Police Department",2011,1,"White"
"98",2011-01-21,"Marijuana","M","W","H",24,"Avon Police Department",2011,1,"Hispanic"
"99",2011-02-15,"Marijuana","M","W","N",17,"Avon Police Department",2011,2,"White"
"100",2011-02-24,"Marijuana","M","W","N",21,"Avon Police Department",2011,2,"White"
"101",2011-02-24,"Marijuana","F","W","N",21,"Avon Police Department",2011,2,"White"
"102",2011-02-26,"Marijuana","M","W","N",24,"Avon Police Department",2011,2,"White"
"103",2011-03-04,"Marijuana","M","I","N",18,"Avon Police Department",2011,3,"Indian"
"104",2011-03-05,"Marijuana","M","W","N",24,"Avon Police Department",2011,3,"White"
"105",2011-04-23,"Marijuana","M","A","N",36,"Avon Police Department",2011,4,"Asian"
"106",2011-04-30,"Marijuana","M","W","N",19,"Avon Police Department",2011,4,"White"
"107",2011-04-30,"Marijuana","M","W","N",25,"Avon Police Department",2011,4,"White"
"108",2011-05-07,"Marijuana","M","W","N",17,"Avon Police Department",2011,5,"White"
"109",2011-05-07,"Marijuana","M","W","N",16,"Avon Police Department",2011,5,"White"
"110",2011-05-10,"Marijuana","F","W","N",16,"Avon Police Department",2011,5,"White"
"111",2011-05-19,"Marijuana","M","W","N",14,"Avon Police Department",2011,5,"White"
"112",2011-05-25,"Marijuana","M","W","N",20,"Avon Police Department",2011,5,"White"
"113",2011-05-25,"Marijuana","F","W","N",20,"Avon Police Department",2011,5,"White"
"114",2011-05-31,"Marijuana","F","W","N",33,"Avon Police Department",2011,5,"White"
"115",2011-05-31,"Marijuana","F","W","N",26,"Avon Police Department",2011,5,"White"
"116",2011-09-23,"Marijuana","F","W","N",18,"Avon Police Department",2011,9,"White"
"117",2011-09-23,"Marijuana","F","W","N",18,"Avon Police Department",2011,9,"White"
"118",2011-10-20,"Marijuana","F","W","N",17,"Avon Police Department",2011,10,"White"
"119",2011-10-21,"Marijuana","M","B","N",24,"Avon Police Department",2011,10,"Black"
"120",2011-12-25,"Marijuana","M","W","N",18,"Avon Police Department",2011,12,"White"
"121",2012-01-18,"Marijuana","M","W","N",18,"Avon Police Department",2012,1,"White"
"122",2012-03-06,"Marijuana","M","B","N",22,"Avon Police Department",2012,3,"Black"
"123",2012-04-20,"Marijuana","F","W","H",26,"Avon Police Department",2012,4,"Hispanic"
"124",2012-04-20,"Marijuana","M","B","N",35,"Avon Police Department",2012,4,"Black"
"125",2012-05-17,"Marijuana","M","W","N",18,"Avon Police Department",2012,5,"White"
"126",2012-05-19,"Marijuana","M","W","N",16,"Avon Police Department",2012,5,"White"
"127",2012-07-31,"Marijuana","M","W","N",27,"Avon Police Department",2012,7,"White"
"128",2012-08-08,"Marijuana","M","W","N",24,"Avon Police Department",2012,8,"White"
"129",2012-08-12,"Marijuana","M","W","N",18,"Avon Police Department",2012,8,"White"
"130",2012-08-12,"Marijuana","M","W","N",18,"Avon Police Department",2012,8,"White"
"131",2012-11-09,"Marijuana","M","W","N",49,"Avon Police Department",2012,11,"White"
"132",2012-11-23,"Marijuana","F","W","N",17,"Avon Police Department",2012,11,"White"
"133",2012-12-20,"Marijuana","M","W","N",17,"Avon Police Department",2012,12,"White"
"134",2012-12-20,"Marijuana","M","W","N",16,"Avon Police Department",2012,12,"White"
"135",2013-06-07,"Marijuana","M","W","N",18,"Avon Police Department",2013,6,"White"
"136",2013-06-07,"Marijuana","F","W","N",19,"Avon Police Department",2013,6,"White"
"137",2013-06-07,"Marijuana","F","W","N",47,"Avon Police Department",2013,6,"White"
"138",2013-06-14,"Marijuana","M","W","N",25,"Avon Police Department",2013,6,"White"
"139",2013-07-26,"Marijuana","M","W","N",44,"Avon Police Department",2013,7,"White"
"140",2013-11-20,"Marijuana","M","B","N",15,"Avon Police Department",2013,11,"Black"
"141",2013-11-26,"Marijuana","M","W","N",65,"Avon Police Department",2013,11,"White"
"142",2011-01-11,"Marijuana","M","W","N",20,"Berlin Police Department",2011,1,"White"
"143",2011-02-07,"Marijuana","M","W","N",14,"Berlin Police Department",2011,2,"White"
"144",2011-02-07,"Marijuana","F","W","N",23,"Berlin Police Department",2011,2,"White"
"145",2011-02-17,"Marijuana","M","W","U",28,"Berlin Police Department",2011,2,"White"
"146",2011-03-10,"Marijuana","M","W","N",17,"Berlin Police Department",2011,3,"White"
"147",2011-03-17,"Marijuana","M","W","",16,"Berlin Police Department",2011,3,"White"
"148",2011-04-07,"Marijuana","F","W","N",15,"Berlin Police Department",2011,4,"White"
"149",2011-04-07,"Marijuana","F","W","U",15,"Berlin Police Department",2011,4,"White"
"150",2011-04-11,"Marijuana","F","W","N",14,"Berlin Police Department",2011,4,"White"
"151",2011-04-22,"Marijuana","M","W","",19,"Berlin Police Department",2011,4,"White"
"152",2011-04-22,"Marijuana","M","W","U",19,"Berlin Police Department",2011,4,"White"
"153",2011-04-22,"Marijuana","M","W","N",20,"Berlin Police Department",2011,4,"White"
"154",2011-04-22,"Marijuana","F","W","U",17,"Berlin Police Department",2011,4,"White"
"155",2011-05-17,"Marijuana","M","W","N",27,"Berlin Police Department",2011,5,"White"
"156",2011-05-27,"Marijuana","M","W","N",22,"Berlin Police Department",2011,5,"White"
"157",2011-09-12,"Marijuana","F","W","N",16,"Berlin Police Department",2011,9,"White"
"158",2011-09-12,"Marijuana","F","W","N",16,"Berlin Police Department",2011,9,"White"
"159",2011-09-20,"Marijuana","M","W","H",21,"Berlin Police Department",2011,9,"Hispanic"
"160",2011-10-16,"Marijuana","M","W","U",23,"Berlin Police Department",2011,10,"White"
"161",2011-10-28,"Marijuana","M","W","N",18,"Berlin Police Department",2011,10,"White"
"162",2011-11-27,"Marijuana","M","W","N",23,"Berlin Police Department",2011,11,"White"
"163",2012-01-08,"Marijuana","M","W","N",22,"Berlin Police Department",2012,1,"White"
"164",2012-03-16,"Marijuana","M","W","N",15,"Berlin Police Department",2012,3,"White"
"165",2012-04-29,"Marijuana","M","W","N",17,"Berlin Police Department",2012,4,"White"
"166",2012-05-17,"Marijuana","M","U","N",16,"Berlin Police Department",2012,5,"Unknown"
"167",2012-05-29,"Marijuana","M","A","N",28,"Berlin Police Department",2012,5,"Asian"
"168",2012-06-16,"Marijuana","M","W","N",19,"Berlin Police Department",2012,6,"White"
"169",2012-08-05,"Marijuana","F","U","U",28,"Berlin Police Department",2012,8,"Unknown"
"170",2012-08-25,"Marijuana","M","W","N",62,"Berlin Police Department",2012,8,"White"
"171",2012-10-02,"Marijuana","M","W","N",64,"Berlin Police Department",2012,10,"White"
"172",2012-10-10,"Marijuana","M","W","N",28,"Berlin Police Department",2012,10,"White"
"173",2012-10-15,"Marijuana","M","W","N",28,"Berlin Police Department",2012,10,"White"
"174",2013-01-04,"Marijuana","M","W","U",17,"Berlin Police Department",2013,1,"White"
"175",2013-01-27,"Marijuana","M","W","H",23,"Berlin Police Department",2013,1,"Hispanic"
"176",2013-02-23,"Marijuana","M","W","U",17,"Berlin Police Department",2013,2,"White"
"177",2013-02-23,"Marijuana","M","W","N",17,"Berlin Police Department",2013,2,"White"
"178",2013-02-28,"Marijuana","M","B","N",26,"Berlin Police Department",2013,2,"Black"
"179",2013-03-11,"Marijuana","M","B","U",46,"Berlin Police Department",2013,3,"Black"
"180",2013-04-25,"Marijuana","F","W","H",23,"Berlin Police Department",2013,4,"Hispanic"
"181",2013-04-26,"Marijuana","M","W","N",18,"Berlin Police Department",2013,4,"White"
"182",2013-05-03,"Marijuana","M","W","N",21,"Berlin Police Department",2013,5,"White"
"183",2013-05-13,"Marijuana","M","W","N",18,"Berlin Police Department",2013,5,"White"
"184",2013-05-13,"Marijuana","M","W","N",19,"Berlin Police Department",2013,5,"White"
"185",2013-05-13,"Marijuana","M","W","N",19,"Berlin Police Department",2013,5,"White"
"186",2013-05-26,"Marijuana","M","B","N",31,"Berlin Police Department",2013,5,"Black"
"187",2013-06-06,"Marijuana","M","W","N",23,"Berlin Police Department",2013,6,"White"
"188",2013-09-13,"Marijuana","F","W","N",25,"Berlin Police Department",2013,9,"White"
"189",2013-09-13,"Marijuana","M","W","N",32,"Berlin Police Department",2013,9,"White"
"190",2013-10-05,"Marijuana","M","W","N",17,"Berlin Police Department",2013,10,"White"
"191",2013-10-10,"Marijuana","M","W","H",20,"Berlin Police Department",2013,10,"Hispanic"
"192",2013-10-14,"Marijuana","M","W","N",18,"Berlin Police Department",2013,10,"White"
"193",2013-10-19,"Marijuana","M","W","N",16,"Berlin Police Department",2013,10,"White"
"194",2013-10-19,"Marijuana","M","W","N",15,"Berlin Police Department",2013,10,"White"
"195",2013-10-19,"Marijuana","M","W","U",17,"Berlin Police Department",2013,10,"White"
"196",2011-01-03,"Marijuana","M","B","",21,"Bethel Police Department",2011,1,"Black"
"197",2011-02-05,"Marijuana","M","W","N",18,"Bethel Police Department",2011,2,"White"
"198",2011-02-05,"Marijuana","M","W","N",17,"Bethel Police Department",2011,2,"White"
"199",2011-03-09,"Marijuana","M","W","",25,"Bethel Police Department",2011,3,"White"
"200",2011-03-09,"Marijuana","M","W","N",19,"Bethel Police Department",2011,3,"White"
"201",2011-04-20,"Marijuana","F","W","N",17,"Bethel Police Department",2011,4,"White"
"202",2011-04-20,"Marijuana","F","W","N",17,"Bethel Police Department",2011,4,"White"
"203",2011-04-24,"Marijuana","M","W","N",14,"Bethel Police Department",2011,4,"White"
"204",2011-04-24,"Marijuana","M","W","N",16,"Bethel Police Department",2011,4,"White"
"205",2011-04-24,"Marijuana","M","W","N",15,"Bethel Police Department",2011,4,"White"
"206",2011-04-24,"Marijuana","M","W","N",16,"Bethel Police Department",2011,4,"White"
"207",2011-05-12,"Marijuana","M","W","",31,"Bethel Police Department",2011,5,"White"
"208",2011-05-12,"Marijuana","M","W","N",38,"Bethel Police Department",2011,5,"White"
"209",2011-05-20,"Marijuana","M","W","H",32,"Bethel Police Department",2011,5,"Hispanic"
"210",2011-05-20,"Marijuana","M","W","N",21,"Bethel Police Department",2011,5,"White"
"211",2011-05-25,"Marijuana","M","W","N",57,"Bethel Police Department",2011,5,"White"
"212",2011-05-25,"Marijuana","F","W","",52,"Bethel Police Department",2011,5,"White"
"213",2011-06-09,"Marijuana","M","W","N",19,"Bethel Police Department",2011,6,"White"
"214",2011-07-18,"Marijuana","M","W","N",18,"Bethel Police Department",2011,7,"White"
"215",2011-07-19,"Marijuana","M","W","N",19,"Bethel Police Department",2011,7,"White"
"216",2011-08-12,"Marijuana","M","W","N",25,"Bethel Police Department",2011,8,"White"
"217",2011-09-28,"Marijuana","M","W","N",15,"Bethel Police Department",2011,9,"White"
"218",2011-11-18,"Marijuana","M","W","N",19,"Bethel Police Department",2011,11,"White"
"219",2011-11-18,"Marijuana","M","W","N",19,"Bethel Police Department",2011,11,"White"
"220",2012-01-31,"Marijuana","M","W","N",19,"Bethel Police Department",2012,1,"White"
"221",2012-01-31,"Marijuana","M","W","N",19,"Bethel Police Department",2012,1,"White"
"222",2012-02-07,"Marijuana","M","W","",19,"Bethel Police Department",2012,2,"White"
"223",2012-02-08,"Marijuana","F","W","",17,"Bethel Police Department",2012,2,"White"
"224",2012-02-11,"Marijuana","F","W","U",19,"Bethel Police Department",2012,2,"White"
"225",2012-02-11,"Marijuana","M","B","",20,"Bethel Police Department",2012,2,"Black"
"226",2012-04-06,"Marijuana","M","W","N",18,"Bethel Police Department",2012,4,"White"
"227",2012-04-06,"Marijuana","M","W","N",17,"Bethel Police Department",2012,4,"White"
"228",2012-05-04,"Marijuana","M","A","N",20,"Bethel Police Department",2012,5,"Asian"
"229",2012-05-10,"Marijuana","M","W","N",11,"Bethel Police Department",2012,5,"White"
"230",2012-06-12,"Marijuana","M","B","N",30,"Bethel Police Department",2012,6,"Black"
"231",2012-07-31,"Marijuana","M","W","H",19,"Bethel Police Department",2012,7,"Hispanic"
"232",2012-07-31,"Marijuana","M","W","",19,"Bethel Police Department",2012,7,"White"
"233",2012-09-22,"Marijuana","M","W","",28,"Bethel Police Department",2012,9,"White"
"234",2012-09-29,"Marijuana","M","W","N",38,"Bethel Police Department",2012,9,"White"
"235",2012-10-22,"Marijuana","M","W","N",17,"Bethel Police Department",2012,10,"White"
"236",2012-11-09,"Marijuana","M","W","H",16,"Bethel Police Department",2012,11,"Hispanic"
"237",2012-11-20,"Marijuana","M","W","N",23,"Bethel Police Department",2012,11,"White"
"238",2012-12-05,"Marijuana","M","W","N",18,"Bethel Police Department",2012,12,"White"
"239",2012-12-05,"Marijuana","M","W","H",20,"Bethel Police Department",2012,12,"Hispanic"
"240",2012-12-09,"Marijuana","M","W","N",20,"Bethel Police Department",2012,12,"White"
"241",2012-12-21,"Marijuana","M","W","",17,"Bethel Police Department",2012,12,"White"
"242",2012-12-21,"Marijuana","F","W","N",17,"Bethel Police Department",2012,12,"White"
"243",2013-02-03,"Marijuana","M","W","U",34,"Bethel Police Department",2013,2,"White"
"244",2013-03-05,"Marijuana","F","W","N",24,"Bethel Police Department",2013,3,"White"
"245",2013-03-21,"Marijuana","F","W","H",15,"Bethel Police Department",2013,3,"Hispanic"
"246",2013-04-05,"Marijuana","M","W","N",17,"Bethel Police Department",2013,4,"White"
"247",2013-04-20,"Marijuana","F","U","",17,"Bethel Police Department",2013,4,"Unknown"
"248",2013-06-05,"Marijuana","F","W","N",15,"Bethel Police Department",2013,6,"White"
"249",2013-08-08,"Marijuana","M","W","H",30,"Bethel Police Department",2013,8,"Hispanic"
"250",2013-08-10,"Marijuana","M","W","N",18,"Bethel Police Department",2013,8,"White"
"251",2013-08-27,"Marijuana","M","W","N",18,"Bethel Police Department",2013,8,"White"
"252",2013-08-27,"Marijuana","M","W","N",17,"Bethel Police Department",2013,8,"White"
"253",2013-10-30,"Marijuana","M","W","N",18,"Bethel Police Department",2013,10,"White"
"254",2013-10-30,"Marijuana","M","W","N",21,"Bethel Police Department",2013,10,"White"
"255",2013-11-21,"Marijuana","M","W","",20,"Bethel Police Department",2013,11,"White"
"256",2011-01-03,"Marijuana","F","W","N",20,"Bloomfield Police Department",2011,1,"White"
"257",2011-01-07,"Marijuana","M","W","H",22,"Bloomfield Police Department",2011,1,"Hispanic"
"258",2011-01-10,"Marijuana","M","W","N",34,"Bloomfield Police Department",2011,1,"White"
"259",2011-01-27,"Marijuana","F","W","N",19,"Bloomfield Police Department",2011,1,"White"
"260",2011-01-28,"Marijuana","M","B","N",22,"Bloomfield Police Department",2011,1,"Black"
"261",2011-02-16,"Marijuana","M","W","N",52,"Bloomfield Police Department",2011,2,"White"
"262",2011-02-16,"Marijuana","M","W","N",20,"Bloomfield Police Department",2011,2,"White"
"263",2011-02-24,"Marijuana","M","W","H",21,"Bloomfield Police Department",2011,2,"Hispanic"
"264",2011-02-27,"Marijuana","M","W","H",21,"Bloomfield Police Department",2011,2,"Hispanic"
"265",2011-03-15,"Marijuana","M","W","H",18,"Bloomfield Police Department",2011,3,"Hispanic"
"266",2011-03-16,"Marijuana","M","B","N",29,"Bloomfield Police Department",2011,3,"Black"
"267",2011-03-16,"Marijuana","M","B","N",30,"Bloomfield Police Department",2011,3,"Black"
"268",2011-03-16,"Marijuana","M","B","N",28,"Bloomfield Police Department",2011,3,"Black"
"269",2011-03-16,"Marijuana","M","B","N",47,"Bloomfield Police Department",2011,3,"Black"
"270",2011-03-16,"Marijuana","M","B","N",47,"Bloomfield Police Department",2011,3,"Black"
"271",2011-04-13,"Marijuana","M","W","H",18,"Bloomfield Police Department",2011,4,"Hispanic"
"272",2011-04-15,"Marijuana","M","B","N",22,"Bloomfield Police Department",2011,4,"Black"
"273",2011-04-19,"Marijuana","M","B","N",17,"Bloomfield Police Department",2011,4,"Black"
"274",2011-04-23,"Marijuana","M","B","N",17,"Bloomfield Police Department",2011,4,"Black"
"275",2011-04-23,"Marijuana","M","W","H",21,"Bloomfield Police Department",2011,4,"Hispanic"
"276",2011-04-25,"Marijuana","M","B","N",34,"Bloomfield Police Department",2011,4,"Black"
"277",2011-04-28,"Marijuana","M","B","N",29,"Bloomfield Police Department",2011,4,"Black"
"278",2011-05-03,"Marijuana","M","W","N",21,"Bloomfield Police Department",2011,5,"White"
"279",2011-05-04,"Marijuana","M","B","N",31,"Bloomfield Police Department",2011,5,"Black"
"280",2011-05-06,"Marijuana","M","B","N",17,"Bloomfield Police Department",2011,5,"Black"
"281",2011-05-06,"Marijuana","M","B","N",19,"Bloomfield Police Department",2011,5,"Black"
"282",2011-05-10,"Marijuana","F","B","N",29,"Bloomfield Police Department",2011,5,"Black"
"283",2011-05-13,"Marijuana","M","W","N",27,"Bloomfield Police Department",2011,5,"White"
"284",2011-05-13,"Marijuana","F","B","N",31,"Bloomfield Police Department",2011,5,"Black"
"285",2011-05-20,"Marijuana","M","B","N",33,"Bloomfield Police Department",2011,5,"Black"
"286",2011-06-04,"Marijuana","M","B","N",20,"Bloomfield Police Department",2011,6,"Black"
"287",2011-06-18,"Marijuana","M","B","N",18,"Bloomfield Police Department",2011,6,"Black"
"288",2011-06-18,"Marijuana","M","B","N",18,"Bloomfield Police Department",2011,6,"Black"
"289",2011-06-22,"Marijuana","M","B","N",25,"Bloomfield Police Department",2011,6,"Black"
"290",2011-06-28,"Marijuana","M","B","N",21,"Bloomfield Police Department",2011,6,"Black"
"291",2011-06-29,"Marijuana","M","B","N",19,"Bloomfield Police Department",2011,6,"Black"
"292",2011-06-29,"Marijuana","M","B","N",19,"Bloomfield Police Department",2011,6,"Black"
"293",2011-06-30,"Marijuana","M","W","N",26,"Bloomfield Police Department",2011,6,"White"
"294",2011-07-01,"Marijuana","M","B","N",27,"Bloomfield Police Department",2011,7,"Black"
"295",2011-07-05,"Marijuana","M","B","N",26,"Bloomfield Police Department",2011,7,"Black"
"296",2011-07-25,"Marijuana","M","B","N",36,"Bloomfield Police Department",2011,7,"Black"
"297",2011-08-27,"Marijuana","M","B","N",25,"Bloomfield Police Department",2011,8,"Black"
"298",2011-09-02,"Marijuana","M","B","N",41,"Bloomfield Police Department",2011,9,"Black"
"299",2011-10-01,"Marijuana","M","B","N",30,"Bloomfield Police Department",2011,10,"Black"
"300",2011-10-11,"Marijuana","M","B","N",26,"Bloomfield Police Department",2011,10,"Black"
"301",2011-10-23,"Marijuana","M","W","N",25,"Bloomfield Police Department",2011,10,"White"
"302",2011-10-28,"Marijuana","M","W","N",29,"Bloomfield Police Department",2011,10,"White"
"303",2011-11-22,"Marijuana","M","B","N",16,"Bloomfield Police Department",2011,11,"Black"
"304",2011-12-28,"Marijuana","M","B","N",22,"Bloomfield Police Department",2011,12,"Black"
"305",2011-12-31,"Marijuana","F","W","N",32,"Bloomfield Police Department",2011,12,"White"
"306",2011-12-31,"Marijuana","M","W","N",26,"Bloomfield Police Department",2011,12,"White"
"307",2011-12-31,"Marijuana","F","B","N",18,"Bloomfield Police Department",2011,12,"Black"
"308",2011-12-31,"Marijuana","F","B","H",19,"Bloomfield Police Department",2011,12,"Hispanic"
"309",2012-01-18,"Marijuana","M","W","N",21,"Bloomfield Police Department",2012,1,"White"
